course_code,course_name,department_name,year,semester,regulation,category,lecture_hours,tutorial_hours,practical_hours,credits
MA23435,"Probability, Statistics and Simulation ",Computer Science and Engineering,2,4.0,2023.0,LOT,3,0,2,4
CS23431,Operating Systems,Computer Science and Engineering,2,4.0,2023.0,LOT,3,0,4,5
CS23432,Software Construction,Computer Science and Engineering,2,4.0,2023.0,LOT,3,0,2,4
CS23433,Design Thinking for Innovation in Computer Science,Computer Science and Engineering,2,4.0,2023.0,LOT,1,0,2,2
GE23421,Soft Skills – I,Computer Science and Engineering,2,4.0,2023.0,Laboratory,0,0,2,1
CS23511,Theory of Computation,Computer Science and Engineering,3,5.0,2023.0,Theory,3,1,0,4
CS23512,Fundamentals of Mobile Computing,Computer Science and Engineering,3,5.0,2023.0,Theory,3,0,0,3
CSPE1,Professional Elective – I,Computer Science and Engineering,3,5.0,2023.0,Professional Elective,3,0,0,3
CS23531,Web Programming,Computer Science and Engineering,3,5.0,2023.0,LOT,1,0,6,4
CS23532,Computer Networks,Computer Science and Engineering,3,5.0,2023.0,LOT,3,0,4,5
AI23231,Principles of Artificial Intelligence,Computer Science and Engineering,3,5.0,2023.0,LOT,3,0,2,4
GE23521,Soft Skills – II,Computer Science and Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
CSPE2,Professional Elective – II,Computer Science and Engineering,3,6.0,2023.0,Professional Elective,3,0,0,3
CS23631,Compiler Design,Computer Science and Engineering,3,6.0,2023.0,LOT,3,0,2,4
CS23632,Cryptography and Network Security,Computer Science and Engineering,3,6.0,2023.0,LOT,2,0,2,3
CS23633,Cloud Computing,Computer Science and Engineering,3,6.0,2023.0,LOT,2,0,2,3
AI23331,Fundamentals of Machine Learning,Computer Science and Engineering,3,6.0,2023.0,LOT,3,0,2,4
CS23621,Mobile Application Development Laboratory,Computer Science and Engineering,3,6.0,2023.0,Laboratory,0,0,4,2
CSPE3,Professional Elective – III,Computer Science and Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
CSPE4,Professional Elective – IV,Computer Science and Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
CSPE5,Professional Elective – V,Computer Science and Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
OE - 2,Open Elective - II,Computer Science and Engineering,4,7.0,2023.0,Open Elective,3,0,0,3
CS23721,Project Work (Phase - I),Computer Science and Engineering,4,7.0,2023.0,Laboratory,0,0,6,3
CSPE7,Professional Elective – VII,Computer Science and Engineering,4,8.0,2023.0,Professional Elective,3,0,0,3
CS23821,Project Work (Phase - II),Computer Science and Engineering,4,8.0,2023.0,Laboratory,0,0,12,6
HS23111,Technical Communication -I,Computer Science and Engineering (Cyber Security),1,1.0,2023.0,Theory,2,0,0,2
MA23111,Linear Algebra and Calculus,Computer Science and Engineering (Cyber Security),1,1.0,2023.0,Theory,3,1,0,4
GE23117,தமிழர் மரபு /Heritage of Tamils,Computer Science and Engineering (Cyber Security),1,1.0,2023.0,Theory,1,0,0,1
GE23131,Programming using C,Computer Science and Engineering (Cyber Security),1,1.0,2023.0,LOT,1,0,6,4
EE23133,Basic Electrical and Electronics Engineering,Computer Science and Engineering (Cyber Security),1,1.0,2023.0,LOT,3,0,2,4
PH23132,Physics for Information Science,Computer Science and Engineering (Cyber Security),1,1.0,2023.0,LOT,3,0,2,4
GE23121,Engineering Practices – Civil and Mechanical,Computer Science and Engineering (Cyber Security),1,1.0,2023.0,Laboratory,0,0,2,1
MA23213,Discrete Mathematical Structures ,Computer Science and Engineering (Cyber Security),1,2.0,2023.0,Theory,3,1,0,4
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Computer Science and Engineering (Cyber Security),1,2.0,2023.0,Theory,1,0,0,1
EC23232,Digital Logic and Microprocessor,Computer Science and Engineering (Cyber Security),1,2.0,2023.0,LOT,3,0,2,4
GE23111,Engineering Graphics,Computer Science and Engineering (Cyber Security),1,2.0,2023.0,Theory,2,0,4,4
CS23231,Data Structures,Computer Science and Engineering (Cyber Security),1,2.0,2023.0,LOT,3,0,4,5
HS23221/HS23222,Technical Communication II/ English for Professional Competence,Computer Science and Engineering (Cyber Security),1,2.0,2023.0,Laboratory,0,0,2,1
GE23122,Engineering Practices – Electrical and Electronics,Computer Science and Engineering (Cyber Security),1,2.0,2023.0,Laboratory,0,0,2,1
CS23221,Python Programming Lab,Computer Science and Engineering (Cyber Security),1,2.0,2023.0,Laboratory,0,0,4,2
MC23112,Environmental Science and Engineering,Computer Science and Engineering (Cyber Security),1,2.0,2023.0,Theory,3,0,0,0
MA23312,Fourier series and Number theory,Computer Science and Engineering (Cyber Security),2,3.0,2023.0,Theory,3,1,0,4
CS23332,Database Management Systems,Computer Science and Engineering (Cyber Security),2,3.0,2023.0,LOT,3,0,4,5
CS23333,Object Oriented Programming Using JAVA,Computer Science and Engineering (Cyber Security),2,3.0,2023.0,LOT,1,0,6,4
CS23532,Computer Networks,Computer Science and Engineering (Cyber Security),2,3.0,2023.0,LOT,3,0,4,5
CR23331,Cryptography,Computer Science and Engineering (Cyber Security),2,3.0,2023.0,LOT,3,0,2,4
OE - 1,Open Elective - I,Computer Science and Engineering (Cyber Security),2,4.0,2023.0,Open Elective,3,0,0,3
MA23435,"Probability, Statistics and Simulation ",Computer Science and Engineering (Cyber Security),2,4.0,2023.0,LOT,3,0,2,4
CS23431,Operating Systems,Computer Science and Engineering (Cyber Security),2,4.0,2023.0,LOT,3,0,4,5
CR23431,Network Security,Computer Science and Engineering (Cyber Security),2,4.0,2023.0,LOT,3,0,2,4
CS23331,Design and Analysis of Algorithms,Computer Science and Engineering (Cyber Security),2,4.0,2023.0,LOT,3,0,2,4
CR23432,Design Thinking for Innovation in Computer Science,Computer Science and Engineering (Cyber Security),2,4.0,2023.0,LOT,1,0,2,2
GE23421,Soft Skills – I,Computer Science and Engineering (Cyber Security),2,4.0,2023.0,Laboratory,0,0,2,1
CRPE1,Professional Elective – I,Computer Science and Engineering (Cyber Security),3,5.0,2023.0,Professional Elective,3,0,0,3
CS23531,Web Programming,Computer Science and Engineering (Cyber Security),3,5.0,2023.0,LOT,1,0,6,4
AI23231,Principles of Artificial Intelligence,Computer Science and Engineering (Cyber Security),3,5.0,2023.0,LOT,3,0,2,4
CR23531,Ethical Hacking,Computer Science and Engineering (Cyber Security),3,5.0,2023.0,LOT,3,0,2,4
CR23532,Cyber and Digital Forensics,Computer Science and Engineering (Cyber Security),3,5.0,2023.0,LOT,3,0,2,4
CS23432,Software Construction,Computer Science and Engineering (Cyber Security),3,5.0,2023.0,LOT,3,0,2,4
GE23521,Soft Skills – II,Computer Science and Engineering (Cyber Security),3,5.0,2023.0,Laboratory,0,0,2,1
CR23611,Cyber Laws and Security Policies,Computer Science and Engineering (Cyber Security),3,6.0,2023.0,Theory,3,0,0,3
CRPE2,Professional Elective – II,Computer Science and Engineering (Cyber Security),3,6.0,2023.0,Professional Elective,3,0,0,3
CR23631,Malware Analysis,Computer Science and Engineering (Cyber Security),3,6.0,2023.0,LOT,3,0,2,4
CR23632,Blockchain Technologies,Computer Science and Engineering (Cyber Security),3,6.0,2023.0,LOT,3,0,2,4
AI23331,Fundamentals of Machine Learning,Computer Science and Engineering (Cyber Security),3,6.0,2023.0,LOT,3,0,2,4
CS23621,Mobile Application Development Laboratory,Computer Science and Engineering (Cyber Security),3,6.0,2023.0,Laboratory,0,0,4,2
CRPE3,Professional Elective – III,Computer Science and Engineering (Cyber Security),4,7.0,2023.0,Professional Elective,3,0,0,3
CRPE4,Professional Elective – IV,Computer Science and Engineering (Cyber Security),4,7.0,2023.0,Professional Elective,3,0,0,3
CRPE5,Professional Elective – V,Computer Science and Engineering (Cyber Security),4,7.0,2023.0,Professional Elective,3,0,0,3
OE - 2,Open Elective - II,Computer Science and Engineering (Cyber Security),4,7.0,2023.0,Open Elective,3,0,0,3
CR23731,Blockchain Development in Hyper ledger Fabric,Computer Science and Engineering (Cyber Security),4,7.0,2023.0,LOT,2,0,2,3
CR23721,Project Work (Phase - I),Computer Science and Engineering (Cyber Security),4,7.0,2023.0,Laboratory,0,0,6,3
CRPE6,Professional Elective – VI,Computer Science and Engineering (Cyber Security),4,8.0,2023.0,Professional Elective,3,0,0,3
CR23821,Project Work (Phase - II),Computer Science and Business Systems,4,8.0,2023.0,Laboratory,0,0,12,6
HS23112,Business Communication and Value Science – I,Computer Science and Business Systems,1,1.0,2023.0,Theory,2,0,0,2
MA23115,Discrete Mathematics,Computer Science and Business Systems,1,1.0,2023.0,Theory,3,1,0,4
MA23114,Probability and Calculus,Computer Science and Business Systems,1,1.0,2023.0,Theory,3,1,0,4
GE23117,தமிழர் மரபு /Heritage of Tamils,Computer Science and Business Systems,1,1.0,2023.0,Theory,1,0,0,1
CB23131,Fundamentals of Computer Science,Computer Science and Business Systems,1,1.0,2023.0,LOT,2,0,4,4
EE23131,Principles of Electrical Engineering,Computer Science and Business Systems,1,1.0,2023.0,LOT,2,0,2,3
PH23133,Physics for Computing Science,Computer Science and Business Systems,1,1.0,2023.0,LOT,3,0,2,4
MA23211,Linear Algebra,Computer Science and Business Systems,1,2.0,2023.0,Theory,3,1,0,4
BA23212,Fundamentals of Economics,Computer Science and Business Systems,1,2.0,2023.0,Theory,2,0,0,2
MA23231,Statistical Modeling,Computer Science and Business Systems,1,2.0,2023.0,LOT,3,0,2,4
CB23231,Data Structures &Algorithms,Computer Science and Business Systems,1,2.0,2023.0,LOT,2,1,4,5
EC23242,Principles of Electronics,Computer Science and Business Systems,1,2.0,2023.0,LOT,2,0,2,3
CS23221,Python Programming Lab,Computer Science and Business Systems,1,2.0,2023.0,Laboratory,0,0,4,2
HS23223,Business Communication & Value Science – II,Computer Science and Business Systems,1,2.0,2023.0,Laboratory,0,0,4,2
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Computer Science and Business Systems,1,2.0,2023.0,Theory,1,0,0,1
CB23311,Formal Language and Automata Theory,Computer Science and Business Systems,2,3.0,2023.0,Theory,3,0,0,3
CB23312,Computer Organization and Architecture,Computer Science and Business Systems,2,3.0,2023.0,Theory,3,0,0,3
CB23331,Computational Statistics,Computer Science and Business Systems,2,3.0,2023.0,LOT,3,0,2,4
CB23332,Software Engineering,Computer Science and Business Systems,2,3.0,2023.0,LOT,3,0,2,4
CB23333,Database Technology,Computer Science and Business Systems,2,3.0,2023.0,LOT,3,0,2,4
CS23333,Object Oriented Programming Using JAVA,Computer Science and Business Systems,2,3.0,2023.0,LOT,1,0,6,4
MC23313,Environmental Sciences,Computer Science and Business Systems,2,3.0,2023.0,Theory,3,0,0,0
CB23411,"Introduction to Innovation, IP Management and Entrepreneurship",Computer Science and Business Systems,2,4.0,2023.0,Theory,3,0,0,3
BA23412,Fundamentals of Management,Computer Science and Business Systems,2,4.0,2023.0,Theory,2,0,0,2
CB23431,Operating System Concepts,Computer Science and Business Systems,2,4.0,2023.0,LOT,3,0,2,4
CB23432,Software Design with UML,Computer Science and Business Systems,2,4.0,2023.0,LOT,2,0,2,3
CB23433,Analysis of Algorithms and Design,Computer Science and Business Systems,2,4.0,2023.0,LOT,2,1,2,4
MA23437,Optimization Techniques,Computer Science and Business Systems,2,4.0,2023.0,LOT,3,0,2,4
HS23421,Business Communication and Value Science – III,Computer Science and Business Systems,2,4.0,2023.0,Laboratory,0,0,4,2
GE23421,Soft Skills – I,Computer Science and Business Systems,2,4.0,2023.0,Laboratory,0,0,2,1
BA23511,Principles of Financial Management,Computer Science and Business Systems,3,5.0,2023.0,Theory,2,0,0,2
OE - 1,Open Elective - I,Computer Science and Business Systems,3,5.0,2023.0,Open Elective,3,0,0,3
CB23531,Computer Network Technology,Computer Science and Business Systems,3,5.0,2023.0,LOT,3,0,2,4
CB23532,Artificial Intelligence,Computer Science and Business Systems,3,5.0,2023.0,LOT,3,0,2,4
CBPE1,Professional Elective – I,Computer Science and Business Systems,3,5.0,2023.0,Professional Elective,2,1,2,4
CB23521,Design Thinking for Innovation in Computer Science and Business Systems,Computer Science and Business Systems,3,5.0,2023.0,LOT,1,0,2,2
GE23521,Soft Skills – II,Computer Science and Business Systems,3,5.0,2023.0,Laboratory,0,0,2,1
BA23611,Financial and Cost Accounting,Computer Science and Business Systems,3,6.0,2023.0,Theory,2,0,0,2
BA23612,Business Strategy,Computer Science and Business Systems,3,6.0,2023.0,Theory,2,0,0,2
CB23631,Machine Learning,Computer Science and Business Systems,3,6.0,2023.0,LOT,2,1,2,4
CB23632,"Cloud, Micro services and Application",Computer Science and Business Systems,3,6.0,2023.0,LOT,2,1,2,4
CB23633,Usability Design of Software Applications,Computer Science and Business Systems,3,6.0,2023.0,LOT,2,0,2,3
CBPE2,Professional Elective – II,Computer Science and Business Systems,3,6.0,2023.0,Professional Elective,3,0,2,4
HS23621,Business Communication & Value Science – IV,Computer Science and Business Systems,3,6.0,2023.0,Laboratory,0,0,4,2
OE - 2,Open Elective - II,Computer Science and Business Systems,4,7.0,2023.0,Open Elective,3,0,0,3
CB23731,Data Visualization Techniques,Computer Science and Business Systems,4,7.0,2023.0,LOT,2,0,2,3
CB23732,IT Project Management,Computer Science and Business Systems,4,7.0,2023.0,LOT,2,0,2,3
CBPE3,Professional Elective – III,Computer Science and Business Systems,4,7.0,2023.0,Professional Elective,3,0,0,3
CBPE4,Professional Elective – IV,Computer Science and Business Systems,4,7.0,2023.0,Professional Elective,2,1,2,4
CB23721,Project Evaluation I,Computer Science and Business Systems,4,7.0,2023.0,Laboratory,0,0,4,2
CBPE5,Professional Elective – V,Computer Science and Business Systems,4,8.0,2023.0,Professional Elective,3,0,0,3
CBPE6,Professional Elective – VI,Computer Science and Business Systems,4,8.0,2023.0,Professional Elective,2,0,2,3
CB23821,Project Evaluation II,Computer Science and Business Systems,4,8.0,2023.0,Laboratory,0,0,16,8
HS23111,Technical Communication -I,Electrical and Electronics Engineering,1,1.0,2023.0,Theory,2,0,0,2
MA23111,Linear Algebra and Calculus,Electrical and Electronics Engineering,1,1.0,2023.0,Theory,3,1,0,4
CY23131,Chemistry For Electronics Engineering,Electrical and Electronics Engineering,1,1.0,2023.0,LOT,3,0,2,4
GE23131,Programming using C,Electrical and Electronics Engineering,1,1.0,2023.0,LOT,1,0,6,4
GE23111,Engineering Graphics,Electrical and Electronics Engineering,1,1.0,2023.0,Theory,2,0,4,4
GE23122,Engineering Practices – Electrical and Electronics,Electrical and Electronics Engineering,1,1.0,2023.0,Laboratory,0,0,2,1
MC23111,Indian Constitution and Freedom Movement,Electrical and Electronics Engineering,1,1.0,2023.0,Theory,3,0,0,0
GE23117,தமிழர் மரபு /Heritage of Tamils,Electrical and Electronics Engineering,1,1.0,2023.0,Theory,1,0,0,1
HS23221/HS23222,Technical Communication II/ English for Professional Competence,Electrical and Electronics Engineering,1,2.0,2023.0,Laboratory,0,0,2,1
MA23212,Differential Equations and Complex Variables,Electrical and Electronics Engineering,1,2.0,2023.0,Theory,3,1,0,4
PH23232,Physics for Electronics Engineering,Electrical and Electronics Engineering,1,2.0,2023.0,LOT,3,0,2,4
CS23231,Data Structures,Electrical and Electronics Engineering,1,2.0,2023.0,LOT,3,0,4,5
EE23212,Electric Circuits,Electrical and Electronics Engineering,1,2.0,2023.0,Theory,3,0,0,3
EE23221,Electric Circuits Laboratory,Electrical and Electronics Engineering,1,2.0,2023.0,Laboratory,0,0,2,1
GE23121,Engineering Practices – Civil and Mechanical,Electrical and Electronics Engineering,1,2.0,2023.0,Laboratory,0,0,2,1
MC23112,Environmental Science and Engineering,Electrical and Electronics Engineering,1,2.0,2023.0,Theory,3,0,0,0
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Electrical and Electronics Engineering,1,2.0,2023.0,Theory,1,0,0,1
MA23312,Fourier series and Number theory,Electrical and Electronics Engineering,2,3.0,2023.0,Theory,3,1,0,4
EE23311,Electromagnetic Theory,Electrical and Electronics Engineering,2,3.0,2023.0,Theory,3,0,0,3
EE23312,Electrical Machines – I,Electrical and Electronics Engineering,2,3.0,2023.0,Theory,3,0,0,3
EE23313,Measurements and Instrumentation,Electrical and Electronics Engineering,2,3.0,2023.0,Theory,3,0,0,3
EE23314,Electronic Devices and Circuits,Electrical and Electronics Engineering,2,3.0,2023.0,Theory,3,0,0,3
EE23315,Power Plant Engineering,Electrical and Electronics Engineering,2,3.0,2023.0,Theory,3,0,0,3
EE23321,Electronic Devices and Circuits Laboratory,Electrical and Electronics Engineering,2,3.0,2023.0,Laboratory,0,0,2,1
CS23336,Introduction to Python Programming,Electrical and Electronics Engineering,2,3.0,2023.0,LOT,1,0,4,3
EE23411,Electrical Machines – II,Electrical and Electronics Engineering,2,4.0,2023.0,Theory,3,0,0,3
EE23412,Transmission and Distribution,Electrical and Electronics Engineering,2,4.0,2023.0,Theory,3,0,0,3
EE23431,Digital Logic Circuits,Electrical and Electronics Engineering,2,4.0,2023.0,LOT,3,0,2,4
EE23432,Linear Integrated Circuits and Applications,Electrical and Electronics Engineering,2,4.0,2023.0,LOT,3,0,2,4
OE - 1,Open Elective - I,Electrical and Electronics Engineering,2,4.0,2023.0,Open Elective,3,0,0,3
EE23421,Electrical Machines Laboratory,Electrical and Electronics Engineering,2,4.0,2023.0,Laboratory,0,0,4,2
GE23327,Soft Skills – I,Electrical and Electronics Engineering,2,4.0,2023.0,Laboratory,0,0,2,1
CS23422,Python Programming for Machine Learning,Electrical and Electronics Engineering,2,4.0,2023.0,Laboratory,0,0,4,2
EE23511,Power System Analysis,Electrical and Electronics Engineering,3,5.0,2023.0,Theory,3,0,0,3
EE23512,Power Electronics,Electrical and Electronics Engineering,3,5.0,2023.0,Theory,3,0,0,3
EE23513,Control Systems,Electrical and Electronics Engineering,3,5.0,2023.0,Theory,3,0,0,3
EEPE1,Professional Elective – I,Electrical and Electronics Engineering,3,5.0,2023.0,Professional Elective,3,0,0,3
EE23531,"Microprocessors, Microcontrollers and Applications",Electrical and Electronics Engineering,3,5.0,2023.0,LOT,3,0,2,4
OE - 2,Open Elective - II,Electrical and Electronics Engineering,3,5.0,2023.0,Open Elective,3,0,0,3
EE23521,Control and Instrumentation Laboratory,Electrical and Electronics Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
EE23522,Innovation and Design Thinking for Electrical Engineers,Electrical and Electronics Engineering,3,5.0,2023.0,Laboratory,0,0,4,2
GE23427,Soft Skills – II,Electrical and Electronics Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
EE23611,Protection and Switchgear,Electrical and Electronics Engineering,3,6.0,2023.0,Theory,3,0,0,3
EE23612,Solid State Drives,Electrical and Electronics Engineering,3,6.0,2023.0,Theory,3,0,0,3
EE23613,Electric Energy Utilization and Conservation,Electrical and Electronics Engineering,3,6.0,2023.0,Theory,3,0,0,3
EE23631,Applications of IoT in Electrical Engineering,Electrical and Electronics Engineering,3,6.0,2023.0,LOT,2,0,2,3
EEPE2,Professional Elective – II,Electrical and Electronics Engineering,3,6.0,2023.0,Professional Elective,3,0,0,3
EEPE3,Professional Elective – III,Electrical and Electronics Engineering,3,6.0,2023.0,Professional Elective,3,0,0,3
EE23621,Power Electronics and Drives Laboratory,Electrical and Electronics Engineering,3,6.0,2023.0,Laboratory,0,0,2,1
EE23622,Applications of AI and ML in Electrical Engineering,Electrical and Electronics Engineering,3,6.0,2023.0,Laboratory,0,0,4,2
GE23627,Problem Solving Techniques,Electrical and Electronics Engineering,3,6.0,2023.0,Laboratory,0,0,2,1
EE23711,Smart Grid,Electrical and Electronics Engineering,4,7.0,2023.0,Theory,3,0,0,3
EE23712,Power System Operation and Control,Electrical and Electronics Engineering,4,7.0,2023.0,Theory,3,0,0,3
EE23731,Renewable Energy Systems,Electrical and Electronics Engineering,4,7.0,2023.0,LOT,3,0,2,4
EEPE4,Professional Elective – IV,Electrical and Electronics Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
EE23721,Power System Simulation Laboratory,Electrical and Electronics Engineering,4,7.0,2023.0,Laboratory,0,0,4,2
EE23722,Project ( Phase-I ),Electrical and Electronics Engineering,4,7.0,2023.0,Laboratory,0,0,8,4
EEPE5,Professional Elective – V,Electrical and Electronics Engineering,4,8.0,2023.0,Professional Elective,3,0,0,3
EEPE6,Professional Elective – VI,Electrical and Electronics Engineering,4,8.0,2023.0,Professional Elective,3,0,0,3
EE23821,Project Work (Phase - II),Electrical and Electronics Engineering,4,8.0,2023.0,Laboratory,0,0,12,6
HS23111,Technical Communication -I,Electronics and Communication Engineering,1,1.0,2023.0,Theory,2,0,0,2
GE23117,தமிழர் மரபு /Heritage of Tamils,Electronics and Communication Engineering,1,1.0,2023.0,Theory,1,0,0,1
MA23111,Linear Algebra and Calculus,Electronics and Communication Engineering,1,1.0,2023.0,Theory,3,1,0,4
EC23131,Electron Devices,Electronics and Communication Engineering,1,1.0,2023.0,LOT,3,0,2,4
CY23131,Chemistry For Electronics Engineering,Electronics and Communication Engineering,1,1.0,2023.0,LOT,3,0,2,4
GE23131,Programming using C,Electronics and Communication Engineering,1,1.0,2023.0,LOT,1,0,6,4
GE23122,Engineering Practices – Electrical and Electronics,Electronics and Communication Engineering,1,1.0,2023.0,Laboratory,0,0,2,1
MC23111,Indian Constitution and Freedom Movement,Electronics and Communication Engineering,1,1.0,2023.0,Theory,3,0,0,0
MA23212,Differential Equations and Complex Variables,Electronics and Communication Engineering,1,2.0,2023.0,Theory,3,1,0,4
GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Electronics and Communication Engineering,1,2.0,2023.0,Theory,1,0,0,1
EE23132,Basic Electrical Engineering,Electronics and Communication Engineering,1,2.0,2023.0,LOT,3,0,2,4
PH23232,Physics for Electronics Engineering,Electronics and Communication Engineering,1,2.0,2023.0,LOT,3,0,2,4
CS23231,Data Structures,Electronics and Communication Engineering,1,2.0,2023.0,LOT,3,0,4,5
GE23111,Engineering Graphics,Electronics and Communication Engineering,1,2.0,2023.0,Theory,2,0,4,4
GE23121,Engineering Practices – Civil and Mechanical,Electronics and Communication Engineering,1,2.0,2023.0,Laboratory,0,0,2,1
HS23221/HS23222,Technical Communication II/ English for Professional Competence,Electronics and Communication Engineering,1,2.0,2023.0,Laboratory,0,0,2,1
MC23112,Environmental Science and Engineering,Electronics and Communication Engineering,1,2.0,2023.0,Theory,3,0,0,0
MA23312,Fourier series and Number theory,Electronics and Communication Engineering,2,3.0,2023.0,Theory,3,1,0,4
EC23311,Analog Circuits –I,Electronics and Communication Engineering,2,3.0,2023.0,Theory,3,0,0,3
EC23312,Electromagnetic Fields,Electronics and Communication Engineering,2,3.0,2023.0,Theory,3,0,0,3
EC23313,Digital Principles and System Design,Electronics and Communication Engineering,2,3.0,2023.0,Theory,3,0,0,3
EC23331,Microprocessors and Microcontrollers,Electronics and Communication Engineering,2,3.0,2023.0,LOT,3,0,2,4
CS23336,Introduction to Python Programming,Electronics and Communication Engineering,2,3.0,2023.0,LOT,1,0,4,3
EC23321,Analog and Digital Circuits Laboratory,Electronics and Communication Engineering,2,3.0,2023.0,Laboratory,0,0,4,2
EC23411,Signals and Systems,Electronics and Communication Engineering,2,4.0,2023.0,Theory,3,0,0,3
EC23412,Transmission Lines and Waveguides,Electronics and Communication Engineering,2,4.0,2023.0,Theory,3,0,0,3
EC23413,Communication Theory,Electronics and Communication Engineering,2,4.0,2023.0,Theory,3,0,0,3
EC23431,Analog Circuits-II,Electronics and Communication Engineering,2,4.0,2023.0,LOT,3,0,2,4
MA23436,Probability and Random Processes,Electronics and Communication Engineering,2,4.0,2023.0,LOT,3,0,2,4
GE23327,Soft Skills – I,Electronics and Communication Engineering,2,4.0,2023.0,Laboratory,0,0,2,1
CS23422,Python Programming for Machine Learning,Electronics and Communication Engineering,2,4.0,2023.0,Laboratory,0,0,4,2
EC23511,Control System Engineering,Electronics and Communication Engineering,3,5.0,2023.0,Theory,2,1,0,3
EC23512,Modern Digital Communication,Electronics and Communication Engineering,3,5.0,2023.0,Theory,3,0,0,3
OE - 1,Open Elective - I,Electronics and Communication Engineering,3,5.0,2023.0,Open Elective,3,0,0,3
ECPE1,Professional Elective – I,Electronics and Communication Engineering,3,5.0,2023.0,Professional Elective,3,0,0,3
ECPE2,Professional Elective – II,Electronics and Communication Engineering,3,5.0,2023.0,Professional Elective,3,0,0,3
EC23531,Digital Signal Processing,Electronics and Communication Engineering,3,5.0,2023.0,LOT,2,1,2,4
EC23521,Communication Systems Laboratory,Electronics and Communication Engineering,3,5.0,2023.0,Laboratory,0,0,4,2
EC23522,Industrial Internship,Electronics and Communication Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
GE23427,Soft Skills – II,Electronics and Communication Engineering,3,5.0,2023.0,Laboratory,0,0,2,1
EC23611,Antenna Theory and Wave Propagation,Electronics and Communication Engineering,3,6.0,2023.0,Theory,3,0,0,3
OE - 2,Open Elective - II,Electronics and Communication Engineering,3,6.0,2023.0,Open Elective,0,0,6,3
EC23631,VLSI and Chip Design,Electronics and Communication Engineering,3,6.0,2023.0,LOT,3,0,2,4
EC23632,Communication Networks,Electronics and Communication Engineering,3,6.0,2023.0,LOT,3,0,2,4
EC23633,Wireless Communication,Electronics and Communication Engineering,3,6.0,2023.0,LOT,2,0,2,3
GE23627,Problem Solving Techniques,Electronics and Communication Engineering,3,6.0,2023.0,Laboratory,0,0,2,1
EC23621,Design Thinking for Innovation in ECE,Electronics and Communication Engineering,3,6.0,2023.0,Laboratory,0,0,4,2
ECPE3,Professional Elective – III,Electronics and Communication Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
ECPE4,Professional Elective – IV,Electronics and Communication Engineering,4,7.0,2023.0,Professional Elective,3,0,0,3
EC23731,Optical Communication and Networks,Electronics and Communication Engineering,4,7.0,2023.0,LOT,2,0,2,3
EC23732,RF and Microwave Engineering,Electronics and Communication Engineering,4,7.0,2023.0,LOT,2,0,2,3
EC23733,Embedded and Real Time Systems,Electronics and Communication Engineering,4,7.0,2023.0,LOT,3,0,2,4
EC23721,Artificial Intelligence and Machine Learning for Electronic Engineering,Electronics and Communication Engineering,4,7.0,2023.0,Laboratory,0,0,4,2
ECPE5,Professional Elective – V,Electronics and Communication Engineering,4,8.0,2023.0,Professional Elective,3,0,0,3
ECPE6,Professional Elective – VI,Electronics and Communication Engineering,4,8.0,2023.0,Professional Elective,3,0,0,3
EC23821,Project Work,Electronics and Communication Engineering,4,8.0,2023.0,Laboratory,0,0,20,10
HS23111,Technical Communication -I,Food Technology,1,1.0,2023.0,Theory,2,0,0,2
MA23112,Algebra and Calculus,Food Technology,1,1.0,2023.0,Theory,3,1,0,4
CY23132,Chemistry for Technologists,Food Technology,1,1.0,2023.0,LOT,3,0,2,4
GE23111,Engineering graphics,Food Technology,1,1.0,2023.0,Laboratory,2,0,4,4
GE23121,Engineering Practices – Civil and Mechanical,Food Technology,1,1.0,2023.0,Laboratory,0,0,2,1
MC23112,Environmental Science and Engineering,Food Technology,1,1.0,2023.0,Theory,3,0,0,0
GE23117,தமிழர் மரபு /Heritage of Tamils,Food Technology,1,1.0,2023.0,Theory,1,0,0,1
HS23221/HS23222,Technical Communication II/ English for Professional Competence,Food Technology,1,2.0,2023.0,Theory,0,0,2,1
MA23212,Differential Equations and Complex Variables,Food Technology,1,2.0,2023.0,Theory,3,1,0,4
EE23133,Basic Electrical and Electronics Engineering,Food Technology,1,2.0,2023.0,LOT,3,0,2,4
PH23231,Physics for Bioscience,Food Technology,1,2.0,2023.0,LOT,3,0,2,4
GE23233,Problem Solving and Python Programming,Food Technology,1,2.0,2023.0,LOT,2,0,4,4
FT23201,Food chemistry,Food Technology,1,2.0,2023.0,Theory,3,0,0,3
MC23111,Indian Constitution and Freedom Movement,Food Technology,1,2.0,2023.0,Theory,3,0,0,0
